Agent_ID,Agent_Type,Final_State,Battery_Remaining,Distance_Covered,Deliveries,Abandoned_Objects,Ticks_Alive,Pct_Explore,Pct_ReturnHome
1,Worker1,EXPLORE,138,355,3,0,362,56.35%,10.5%
2,Scout2,EXPLORE,139,360,0,0,361,100.0%,0.0%
3,Worker2,EXIT_WAREHOUSE,140,351,4,0,360,74.72%,5.28%
4,Worker3,EXPLORE,141,351,3,0,359,71.31%,9.47%
5,Scout1,EXPLORE,142,357,0,0,358,100.0%,0.0%
