Agent_ID,Agent_Type,Final_State,Battery_Remaining,Distance_Covered,Deliveries,Abandoned_Objects,Ticks_Alive,Pct_Explore,Pct_ReturnHome
1,Worker1,EXPLORE,203,288,4,0,297,77.78%,7.74%
2,Scout2,EXPLORE,204,295,0,0,296,100.0%,0.0%
3,Worker2,EXIT_WAREHOUSE,205,287,3,0,295,76.27%,16.61%
4,Worker3,EXPLORE,206,287,3,0,294,73.81%,6.8%
5,Scout1,EXPLORE,207,292,0,0,293,100.0%,0.0%
