Agent_ID,Agent_Type,Final_State,Battery_Remaining,Distance_Covered,Deliveries,Abandoned_Objects,Ticks_Alive,Pct_Explore,Pct_ReturnHome
1,Worker1,EXPLORE,154,337,4,0,346,59.25%,11.85%
2,Scout2,EXPLORE,155,344,0,0,345,100.0%,0.0%
3,Worker2,EXIT_WAREHOUSE,156,334,3,0,344,31.69%,8.43%
4,Worker3,EXPLORE,157,336,3,0,343,59.48%,6.41%
5,Scout1,EXPLORE,158,341,0,0,342,100.0%,0.0%
