Agent_ID,Agent_Type,Final_State,Battery_Remaining,Distance_Covered,Deliveries,Abandoned_Objects,Ticks_Alive,Pct_Explore,Pct_ReturnHome
1,Worker1,EXIT_WAREHOUSE,309,179,5,0,191,26.18%,27.75%
2,Scout2,EXPLORE,310,189,0,0,190,100.0%,0.0%
3,Worker2,RETRIEVE,311,183,2,0,189,33.33%,7.94%
4,Worker3,EXPLORE,312,181,3,0,188,62.77%,15.43%
5,Scout1,EXPLORE,313,186,0,0,187,100.0%,0.0%
