Agent_ID,Agent_Type,Final_State,Battery_Remaining,Distance_Covered,Deliveries,Abandoned_Objects,Ticks_Alive,Pct_Explore,Pct_ReturnHome
1,Worker1,RETRIEVE,336,161,1,0,164,77.44%,1.83%
2,Scout2,EXPLORE,337,162,0,0,163,100.0%,0.0%
3,Worker2,EXIT_WAREHOUSE,338,151,5,0,162,19.75%,20.37%
4,Worker3,EXPLORE,339,152,4,0,161,54.04%,18.63%
5,Scout1,EXPLORE,340,159,0,0,160,100.0%,0.0%
