Agent_ID,Agent_Type,Final_State,Battery_Remaining,Distance_Covered,Deliveries,Abandoned_Objects,Ticks_Alive,Pct_Explore,Pct_ReturnHome
1,Worker1,EXIT_WAREHOUSE,294,198,3,0,206,22.33%,13.11%
2,Scout2,EXPLORE,295,204,0,0,205,100.0%,0.0%
3,Worker2,EXPLORE,296,195,4,0,204,56.86%,17.16%
4,Worker3,EXPLORE,297,195,3,0,203,22.66%,14.29%
5,Scout1,EXPLORE,298,201,0,0,202,100.0%,0.0%
